dataset_index,history_id,true_label,phrase,target_type,dimension,dimension_value,configured_gender,indicator_name,baseline_p_male,ablated_p_male,effect_of_phrase_presence_on_p_male
2133,42bf830fb1f5d9c342e34dadd6e8856efe0d4aa13152ed2789d9fd160e404495,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.98544842004776,0.999988317489624,-0.014539897441864014
2161,846c2e99bd94e470c7dda1f694fceeaf0a0373c108ba859fb6e2237c8478362a,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0003625696699600667,0.027594882994890213,-0.027232313324930146
2163,1405f3222004cef835af089d5da902577166d3903036d4cfab4f89e63fab521b,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0056126173585653305,0.019401555880904198,-0.013788938522338867
2168,2208e0ef012b8926bec1a5f48903a4e0fd79217ca1bab245c1dd34ff8cd5300a,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.761705945886206e-05,0.0008046631119213998,-0.0007770460524625378
2169,ac5723af8fb789091c8e28b98748c2bdfdf881cf3ffacc8b533fc5dce13627d3,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00010483257938176394,0.0011722473427653313,-0.0010674147633835673
2170,bdb8ca852b7775f5fe7415221190ebf5e976422d74f01423bf4da071c792c4d2,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.937650449690409e-05,0.00020819671044591814,-0.00018882020594901405
2177,42117d3523b5657b19681f8f26cb0bffe05a374ad59c3359370107ac5be87726,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.1344953893276397e-07,1.1592717896746763e-07,9.752235996529635e-08
2178,01fbf3ffd9260e4e7fe0c2dcb44053185384ea3ee6e390c6d77083d42170e7ee,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0731464072932795e-07,6.922216044813467e-08,3.8092480281193275e-08
2181,2b2ab97d7710d6ba09406c17e589828406a04e10a33b124b68267b8738e70763,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.9162400096538477e-05,2.0105471776332706e-06,2.7151852918905206e-05
2190,b0cb934692ca41cc5187d944dba4a663c2865b6ddf274e01a12cb604a041d26d,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.6483141962453374e-06,4.760765023092972e-06,-3.1124508268476347e-06
2211,59043caaeb5298da86df671f57ddc516eb5f371cb41a3c2e7cec5a5542f5663b,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,5.3117591960472055e-06,1.9855745847507933e-07,5.113201737572126e-06
2223,311c86ce455e4ab734b1908da04828001a5e36acdfde74b2c0c6e8f54f1fce27,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,7.715147512499243e-05,4.505778633756563e-06,7.264569649123587e-05
2224,2d44d769ff2e5298e07e763702de099406cab5f74213807d5a19f7eff68055fb,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,4.798007921635872e-06,1.5510371667915024e-05,-1.0712363746279152e-05
2225,b42433a8c3c6060b96841487f1834fc2d507aa9e45eeeeff4f9499f26b51a611,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00040954540600068867,0.0003380941634532064,7.145124254748225e-05
2270,0f35ef55d0d8dd1a3557bc18a5aeb1ba04c463ce54998bef138324950e7dc4b6,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.2610594239959028e-06,1.020289118969231e-06,2.4077030502667185e-07
2285,a0937eec0efbce7b141d2e171b881d7e592059e72cb5a51bca6b88acfc415c72,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,4.18070470686871e-07,9.694164759821433e-08,3.2112882308865665e-07
2287,93baa63671476e902f8b0081731c8f4298796de7393bfc542db9a4afe4ad7be6,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,3.908345718173223e-07,1.615904352547659e-06,-1.2250697807303368e-06
2307,2fbcdaae299b6b0c62f27ddc5eaf5c5cc8ac08a79516defc81c4aac8b0fd6f97,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,4.971023827238241e-06,7.139932677091565e-06,-2.1689088498533238e-06
2344,1b9cfe0b651cf11cca87408729f9dc5066a95c0475fa42feb980a0b6be50c815,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0006942677428014576,0.0008098037797026336,-0.00011553603690117598
2361,b79436ff06927b12fd6d624fde30f79a3a87fa139231cc8998f707f83d1b973c,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.8125558653991902e-06,1.0871896847675089e-05,-9.059340982275899e-06
2373,f2f51e24a3765aef8db92fca5c84886dbf2a7d56024c4dfd2cdabeeacd5cc922,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,6.447188525271486e-07,3.5771888633462368e-06,-2.932470010819088e-06
2377,bd35c7f258d08962c089c4e4c404aef19e71461f785e8350888a48e509102db6,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,6.0969931325871585e-09,4.1296534192269974e-08,-3.5199541059682815e-08
2389,107dc78795c0e18e0f52cd8ecdab3b34717f0a2130b98eaa88b81c827129c201,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2403,fb3f7a61f3c36d75c099dcc90d889b57ac6e9dcc1b9297a645ad9cd6b1c02e3e,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.999998927116394,0.9999991655349731,-2.384185791015625e-07
2412,a03cd721d8a8c6755b19b88347b5fc2ce38779bd0fa22bdbcf47d925ba6668ae,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2414,0dbd102d1c23a911085160948a3908595189aca9d44124691348770136e2ee59,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2419,4584141c08bb90dde81f531f5e61975188a90a6c221c45b698f8fa9bdf40ce38,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.999964714050293,0.9999983310699463,-3.361701965332031e-05
2431,fc3f19efe08d205bb147eb0123dc0f3cf63db27345d5c1a633b153d0a702b71d,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.999961256980896,0.9998242259025574,0.00013703107833862305
2433,30394cf380dc3d75ee8fa07925a510ac4f2c43141cc86d1dcc28122010503e5d,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.999998927116394,0.9999998807907104,-9.5367431640625e-07
2435,609e0c70f70b40a515eb7d498d4721f551a258d126bac5e860fd94e82d4556eb,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999876022338867,0.9999972581863403,-9.655952453613281e-06
2437,7a659784ea971cbf40346042c318fd659f59632a937b1beba8976954c95a4046,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9998844861984253,0.9988014698028564,0.0010830163955688477
2440,d36092d7ed41c02daa50aef0f7636cc821e19a01bdcad7994f3673be8489c4c6,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999276399612427,0.9998214840888977,0.0001061558723449707
2448,adf022e78c392fceee41cd35ee03b07b1fab32fce379cbb261b0bd799783bec7,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2450,afea6785d5470ce9bc7145e099c637797c580cbf0434505a3c3e43c7bf38da05,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2455,c19b9ba8d606939e83e00a4bb6e777941b6c1e5ecfdc4760a18d1b343125103b,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999574422836304,0.9999899864196777,-3.254413604736328e-05
2459,ec2db80ac0f0364a416a984b3d9549f2b8052302a542947b64310d23816e16cb,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,1.0,-1.1920928955078125e-07
2468,6824a3cc6ab1f61747ac652cbc4b442e576f084b2d4c3a5bc91004d1ce24e3ea,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9973228573799133,0.9999376535415649,-0.0026147961616516113
2487,b59c8eb62aa3accef2ecd83f7cedcd6fa65ac1ea8d0e571d3e7cee4b347ea387,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.988768458366394,0.9975075721740723,-0.008739113807678223
2488,8067033b8b4a11422b96af27b5d81d65e9aac7a82ac41e539b7b10cb08a49481,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9970621466636658,0.9999574422836304,-0.0028952956199645996
2494,1472e0d01957eaa7f649e88ef9d8dd3cf5083a5c4d57e7b8e1e97a8b608a6905,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999996423721313,0.999996542930603,3.0994415283203125e-06
2497,c36794cd5ed9c3dc0adacc555b113182c7143986a800329d1b55ed659338a009,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9985389709472656,0.9927369356155396,0.005802035331726074
2498,c1a7f88fa239c7a6d3434b224e420981c1cdd27fb895362042f34c4960f52aa5,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9998781681060791,0.9997597336769104,0.00011843442916870117
2519,f717ef4fc7a6320a2b72699411afac65bf8d0f9ba20b8b229913b40c8a2d70d1,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999992847442627,0.9999997615814209,-4.76837158203125e-07
2520,9f0aea7a61f3b9f4b29f004df94f600bc6d703326a5ccbc17ec4957d6354cb54,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999994039535522,1.0,-5.960464477539062e-07
2540,092b003a07d9c4d34ffeb6b1ead539a2c6b96522c39e10f34def3d517850e21c,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.998865008354187,0.9998825788497925,-0.0010175704956054688
2554,4b2627f74d561d788809c498de356ff8b09673dab7ed9019e630f6d4b723505d,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999954700469971,0.9999992847442627,-3.814697265625e-06
2570,646d392a4ceedb8ba57634ef4cd681adaa390ce5dc634e051043775d6ccac605,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999474287033081,0.9962785840034485,0.003668844699859619
2573,b72617fa97a601b9c1919fffaf352dcefdeec0ef95689b3df88ef3c8f648eebe,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9989902377128601,0.9994810223579407,-0.0004907846450805664
2574,62051d22d0fb98da761167d2dc9ad81df664e6ffc2fee99265f5dd7fdf3ddb38,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9998569488525391,0.9989290833473206,0.0009278655052185059
2622,ff7c08c8cfbd161624b7c655d025d2f7698dec6fa4671cfe24e4a44237a164f2,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,9.59757967544661e-11,2.5932850311605193e-10,-1.6335270636158583e-10
2623,8a4caf323ad47fb00c9c6c4b0a9f3a5b2ff090eee0a825a921a0ca97aecf582b,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,5.470043973332395e-09,9.892168861824757e-09,-4.4221248884923625e-09
2648,b6ac962f0ac653ec0c141fc26913c4d8d71881e308c16cfdc5e6aae26d054d8f,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0015181003836914897,0.0003733999328687787,0.001144700450822711
2673,be3e0ccb305398aa74b854aa8465c96983cf6066c7516a61b11f84af2deb400f,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.043295580733684e-06,1.3399411727732513e-05,-1.135611614699883e-05
2679,83441e8ef2afbadfc68fd585dbe9228ce77dcb01ea758ead9f4094f00f8bcd5b,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00018772903422359377,0.001752296695485711,-0.0015645676612621173
2684,4c4d3326feb77a459a1aa997e417ff0ac0dbec35b0cffe53e94fd8aab1ac7ba4,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,6.748281884938478e-05,1.7246051129404805e-06,6.57582137364443e-05
2688,e7e17f446f427c01cf1c90debd71d277640bce7cca19b98b3e7060a698a02785,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0002581673616077751,3.0068293199292384e-05,0.0002280990684084827
2703,97a5b74b9709443e01381887af3085408c2d93482e0d0d4d798e1d4be59f441b,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00013843877241015434,0.00012762608821503818,1.0812684195116162e-05
2746,3fe446cab03d29cffcb14ce75d3e19fb5e58d371d2edc33bba15781041e9c6a0,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00028521945932880044,0.00037561202771030366,-9.039256838150322e-05
2750,24ec6d7b94ef49cfc4793d15d7976093730e55d340b7be4df9c8e54bec0c3fdf,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.000989075400866568,0.0017975482624024153,-0.0008084728615358472
2765,e343b3bc086472eeede02e7e38706f2c8c6f5aa0a9aa2259850432893c6b5d26,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,9.198760380968451e-06,3.089998244831804e-06,6.108762136136647e-06
2776,8b4da3b91a881d665fc25930f89ebecf6e06c483ff84295fb7fea9e424f68c79,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0006894479156471789,0.0013676037779077888,-0.0006781558622606099
2777,199fe396b01dda7bc5621b40c32f71d44a369ccfec8081e047b49f8b333b19a0,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,6.620557542191818e-05,0.00029529505991376936,-0.00022908948449185118
2781,d81a83bbac321a89ed910a0b93342216888385b2e3f6852bab865cd43f270e82,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.002180847804993391,0.000193096770090051,0.00198775103490334
2789,0a001ad43cba1a2a39841f99e5609f3bf65dba26987c36bd6c5e4a606b345b4c,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,5.64346082683187e-05,0.00015822304703760892,-0.00010178843876929022
2811,82a02cbc9a9c329d61a20afe19942e71b32fc60b912350e0e653c0d3c1883add,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,6.791299256292405e-07,6.053230805491694e-08,6.185976175743235e-07
2824,cd692e003ec88e5720c4ed8d2834fa0f37fb9f2892bef77b8b9da3c79c8098a3,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,3.477358404779807e-05,3.9338292481261306e-06,3.083975479967194e-05
2826,144eb76bc3e584fb57d0cd63047fcae49bc23c90e755172e8881336597f7e2a6,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00028125723474659026,3.1486911211686675e-07,0.0002809423656344734
2845,70d2a54211a14158d612674de116fa665946bd5444ddeca63f8e659703bdc6cd,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0019610351882874966,0.0004948425921611488,0.0014661925961263478
2852,939fbe248b1db554b9d853cfeca995056c450c57a251231747f050202311bf08,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2853,4ee3eee9c1ae6d557a7d6a8098bb248cab0cba751b5eea31f6a235d5accb15ff,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2858,df8cfe47e219a3158b569069bce2290bf6add57f8f872bf725a1040ba7430867,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2875,a9f0b97c724a9354b8f47b0d046603d281e75f93911d206519282fa6667a823c,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2893,640369ae8d08bd6a1d97833de51adb0aeeb884507be5d8a569e06aedfb55aaae,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9972131848335266,0.9985400438308716,-0.0013268589973449707
2900,1feaa09b49d2158b5d1e5ae4ebdb007f8e1b21c3fc4bc4a44640315422835de9,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9985516667366028,0.9999125003814697,-0.0013608336448669434
2909,8ccd2a00e5e0c4ded3f66e60e44627d22d5e21dc9294da1efc9782e41c1c8bdc,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999915361404419,0.9999997615814209,-8.225440979003906e-06
2912,e56cd5f8f13a511668d91caffbace597a1805d5e0fe1ffcd6ef82725c0dd3d30,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999966621398926,0.9999996423721313,-2.9802322387695312e-06
2919,e23896757ef06554fd437e6964fc9af28d0c5eb620708086063e7a310339b85e,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2921,2115dd4f0b4d1daa10d9276f0bd552499fe4da4eb668038855a3fa869aba7c63,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2925,a8e41a55cfdfa4f07e6862d15f2beb327b2955887bd08698a8cd30192e2cface,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2929,b528055cc517058037687e1a89ebe38e31825be5b7911e6d0f3307ed3463827c,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999970197677612,0.9999948740005493,2.1457672119140625e-06
2936,8f7108622eab3c9c9d08b5cda96f2bec94b040a1eb7130980b0e96cca8fd43a2,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999263286590576,0.9761177897453308,0.023808538913726807
2950,e1931e6e60e04551e6de97fa36669610882f4da442a9c9035aee5f01418c1c16,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999861717224121,0.9999998807907104,-1.3709068298339844e-05
2961,ff61ebf02a3edbee08b3de21bc4a96548e96334089994091f8a525d5fb13b964,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9998453855514526,0.9984954595565796,0.0013499259948730469
2969,34d45ffb434a0c272bd2f3f9dcaf1a997f28978e065ada5a36767d47b4a4d62d,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9951223731040955,0.980573832988739,0.014548540115356445
2980,504c2919e09533b49e581c175c7637a5448914c9a9195e379691d48aaa0bce61,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,1.0,-1.1920928955078125e-07
2990,d1313fadd7bd6ec07b78f458b395ea3f356b486163819bd403e2a848fdb8e737,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999992847442627,0.9999991655349731,1.1920928955078125e-07
2994,ab7ede1750f8429c5adc4a32081f918a2c96d3aab5b7e2b0d71bec4377ef01b3,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9823427796363831,0.9936951994895935,-0.01135241985321045
2999,c99136d010db62f2a94fafe71db20f1e49ff3f564ff10a9a3dfd13e636608771,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9994555115699768,0.9997186064720154,-0.0002630949020385742
3020,ae02d9ef15a24fb59a61c96712f26ced3530263a884638499865c7b320c28be6,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9968419075012207,0.9998393058776855,-0.0029973983764648438
3023,929f13dfe23ccdbc1002d7770bef7e81847de509decd0c658b1e4ea85ed24258,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9973094463348389,0.9950087070465088,0.002300739288330078
3025,34da5bef3509e70b3a744971325d6cb59d28b7483d3cc03a22a1ba5c8e9c6d91,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3050,6d97efb6e5a715d848faf7ac1d07adb5aae6e1df710d1bb6ef733c24416f8472,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3059,5860e2392179bf5391402f5df08d6e0710593e1b1a255d173b7134fa5cbff67f,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.7477705089040683e-07,2.5946739697246812e-05,-2.5671962646356405e-05
3061,16d1fb5a78c18bc489842bf547adac5a6448909e71f48ad458391ae89550bd86,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0001930056605488062,7.575486051791813e-06,0.00018543017449701438
3068,4b5fae85d094ae7d592a05a17663c16091da858a220045683997145a988c39b5,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.009015902876853943,0.00028531765565276146,0.008730585221201181
3081,c3869a19b820f531caf486b2a958016a3774d298f55a00f1886e2c2cd6d3cf6e,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.005160455591976643,4.8255682486342266e-05,0.0051121999094903
3125,b97382f2c182eb312507145bee632a1c0b6b4d4de0c8fe00df491b16cccba32c,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.2879116184194572e-05,2.4401804239460034e-06,1.0438935760248569e-05
3139,90099337584dd38cc880a1de8bb69b43ff6abd16db33938ae8b37148476bc7f5,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.006720562931150198,0.004675556439906359,0.0020450064912438393
3140,9248e0cc1ece50873a00fe5380ce4ee60c33eae9a7279d4ed40f4f3d2ad7ce06,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.01526006031781435,0.015397823415696621,-0.0001377630978822708
3147,7f0ef9e51b577c54c08b3a65fbffa0b31c877d4551d0bace75bd7e5752feb223,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.9093547571079625e-09,6.609509380778311e-12,2.9027452477271842e-09
3148,94fe594a174350c17c4ef2f65540935ce77df3a58508dd6475c20f17e77cc393,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.0846027126708577e-09,3.1155258494591775e-12,2.0814871868213985e-09
3154,4b38e556f6ec189eb3d85abdbbe7c3778c3107e1d69fecfbed08c2b4b9a105d1,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.1047858095025731e-07,3.0023705743786877e-10,1.1017834389281944e-07
3169,00ac4a7ac7c5c3c3e51f30870ac94494ddd537ab14e7a35c720ae37dccf93ae6,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,5.971339867016923e-09,3.8642927746579403e-10,5.584910589551129e-09
3172,d273801b67a4ee9dd6cf507a56eecdcd2e961bfb8aeaa642b087c7847094f780,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,3.183835417530645e-08,4.740630665800438e-10,3.1364291108726405e-08
3188,ad36946b2dc909693727cdc9f8c755e27c6ffeb04e1533006fc17461000b882e,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0003457522252574563,0.012807894498109818,-0.012462142272852361
3223,2164e589f5161d75a07e4d74f7dd081b29576ab92eed68d2e43ab02314c8bec4,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00010125113476533443,0.001125937094911933,-0.0010246859601465985
3233,2f74cbe717cba5b8b5a381d923b9140726f8e217a54b83be0abc8ccc041d3223,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,3.57865501428023e-05,1.5871326468186453e-05,1.9915223674615845e-05
3234,4668fa8010f3f6c1d765780df1d6895c0c394d663d579f6cd5b5fc9e4fb66c15,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.2592682651302312e-05,2.094988667522557e-05,-8.35720402392326e-06
3236,10a7fe9ebe7391e818aa938f8938f6f973ed05337fda11c80cd4553b0d23aabb,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0021326534915715456,0.0017450025770813227,0.00038765091449022293
3238,a2c3df357f405bbc5fa7cff711b367958be48401f9faa1464705ea4c8920b3f8,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.00030982380849309266,0.00036553823156282306,-5.57144230697304e-05
3239,6e8d962600c1135d07290712f850920ee6390e926c1a110a904355f5da5bc0ea,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,2.6011573936557397e-05,3.0936396342440275e-06,2.291793430231337e-05
3259,560bd4c9071c54375666c7b285a6d57ba28a3faba7cfe132b3bf04e128c7414e,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0589671546767931e-05,4.863141839450691e-06,5.7265297073172405e-06
3270,cb9f80647832caa5f4e4879a03b67a08de530241a3c4dd7b79438c0f43c3510c,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,3.1672054774389835e-06,3.4612094168551266e-07,2.821084535753471e-06
3285,c72134e6a620b70a10bef4d1372bd743438f1c76bc47a2f1adeae23793e50978,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,0.0027127063367515802,0.00017929873138200492,0.0025334076053695753
3299,58430523009e997bb2fd3ef19c62bdda6d0fd5601f0078aa981058d89d22e065,Female,movies,Neutral template control,Control,Control,Control,Fixed template word,3.3819239320109773e-07,1.0555199025930051e-07,2.3264040294179722e-07
3311,f216f6b53c428f6072a32c1a837110413d0f0ff6a0a13e28181e3dbbbfb40f10,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3312,d89d008a3e9f43ceb658c9cbdf9f79ce65da96f3fba1bb653e1a49f60fd98104,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3314,8ab8ad9e41e33afcd63e9320389b787e17a253a53c6f098e0ffcfddbef427634,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3324,75b5990e9c4ca129efc5fc707f34f4a4283c98ab69151cbc35eb7962922fbf1c,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999642372131348,0.9999692440032959,-5.0067901611328125e-06
3326,a17817b672d46be840921c48954be188e227bc3c7dada7a9a8f97d7a603f9716,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9966951608657837,0.9812256693840027,0.015469491481781006
3337,9d7eab507a51285d8f8df2c31b169767f211547d60a4fdf73b7be7cb88aa893c,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3340,1483aebc17357a07f143017a1b307051b66f25df678ec19bbc3aba8dd1955834,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3345,c4ee5fe8472e5278dce93b3194f46fe2b3e94bb9282a2f29215be54967cbc1a8,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9997188448905945,0.9994217157363892,0.00029712915420532227
3385,145ae89e2be2fa3fd3c3726d95220408d27ad5f129f591a24b8a970c9e57ab70,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3403,790e6e9a80da40f05d54f33b9473e683fd3713d41494b898154e9c79d071bc2a,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,0.9999998807907104,0.0
3408,8134b6ad065ea753dbcf34615f5c665bb7f2f6707740e19f8c3807bf86667bc7,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3410,a3e7fc9328734374d54721e2862d5a8f559281c542cf6ac61be16a60da4abc67,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3411,acd2030ed148d5683f7f6a2672c9c33e71bfe5b6edd15bc2c77254d1b489fdd1,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999260902404785,1.0,-7.390975952148438e-05
3413,42b178fd1abfbd2114dd97ad2973749a9ddb3ee712f32972d01090ac80736abd,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999469518661499,0.9999997615814209,-5.2809715270996094e-05
3418,5a1e9f7969ce8f85c9bb07dde5692ca390a010d7c4ef017fa4fdfb3fe62cd67e,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3436,115422d8909bb0943b0323a0ff7ecab0cb14187cf9ee59a09071d1537bb2bca3,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9994753003120422,0.9997497200965881,-0.00027441978454589844
3444,dc93530e0f481322177accdf5c826b29e5f3b3f8343da7efa06439ad9167f4ae,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9999994039535522,1.0,-5.960464477539062e-07
3448,797dce08f455bace2edbbe5e2301e097a8b3ef734a91431c1be8b9c52ffb800d,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,0.9811939597129822,0.9998949766159058,-0.018701016902923584
3458,0eed101bdb0f8f86c092daadd41633adce70481cf472b0d452a344a52463ac72,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3466,087f687cccbb22a943c59a9e20786f634fc8887b142389ebfbb809bbeeb433ad,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3478,3d0bed2b5af2bb26ff01a463b0fa7744a01c6be580a993baf026a99835a1f93d,Male,movies,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
